,date,target,insult,tweet
1388,5/17/2016,delegate-system,rigged!,"Do you think Crooked Hillary will finally close the deal? If she can't win Kentucky, she should drop out of race. System rigged!"
1389,5/17/2016,hillary-clinton,Crooked,"Do you think Crooked Hillary will finally close the deal? If she can't win Kentucky, she should drop out of race. System rigged!"
1390,5/17/2016,anti-trump-ads,a fraud,"Wall Street paid for ad is a fraud, just like Crooked Hillary! Their main line had nothing to do with women, and they knew it. Apologize?"
1391,5/17/2016,hillary-clinton,Crooked,"Wall Street paid for ad is a fraud, just like Crooked Hillary! Their main line had nothing to do with women, and they knew it. Apologize?"
1392,5/17/2016,hillary-clinton,a fraud,"Wall Street paid for ad is a fraud, just like Crooked Hillary! Their main line had nothing to do with women, and they knew it. Apologize?"
1393,5/18/2016,cnn,Don't watch CNN!,I can't believe that @CNN would allow the very nice Jeffrey Lord to be savaged by a panel of seven Trump haters. 7 to 1 - Don't watch CNN!
1394,5/18/2016,email-investigation,rigged,"I look so forward to debating Crooked Hillary Clinton! Democrat Primaries are rigged, e-mail investigation is rigged - so time to get it on!"
1395,5/18/2016,delegate-system,rigged,"I look so forward to debating Crooked Hillary Clinton! Democrat Primaries are rigged, e-mail investigation is rigged - so time to get it on!"
1396,5/18/2016,hillary-clinton,Crooked,"I look so forward to debating Crooked Hillary Clinton! Democrat Primaries are rigged, e-mail investigation is rigged - so time to get it on!"
1397,5/18/2016,michael-barbaro,should resign,"Michael Barbaro, the author of the now discredited @nytimes hit piece on me with women, has in past tweeted badly about me. He should resign"
1398,5/18/2016,michael-barbaro,the author of the now discredited @nytimes hit piece on me,"Michael Barbaro, the author of the now discredited @nytimes hit piece on me with women, has in past tweeted badly about me. He should resign"
1399,5/18/2016,paul-begala,dopey,"Paul Begala, the dopey @CNN flunky and head of the Pro-Hillary Clinton Super PAC, has knowingly committed fraud in his first ad against me."
1400,5/18/2016,paul-begala,has knowingly committed fraud,"Paul Begala, the dopey @CNN flunky and head of the Pro-Hillary Clinton Super PAC, has knowingly committed fraud in his first ad against me."
1401,5/18/2016,delegate-system,the system is rigged,Bernie Sanders is being treated very badly by the Democrats - the system is rigged against him. Many of his disenfranchised fans are for me!
1402,5/18/2016,hillary-clinton,Crooked,Why did Clinton supporter @AlisonForKY declare Crooked Hillary winner in KY when AP hasn't even called the race?
1403,5/19/2016,lisa-belkin,low-life,"Some low-life journalist claims that I ""made a pass"" at her 29 years ago. Never happened! Like the @nytimes story which has become a joke!"
1404,5/19/2016,the-new-york-times,has become a joke!,"Some low-life journalist claims that I ""made a pass"" at her 29 years ago. Never happened! Like the @nytimes story which has become a joke!"
1405,5/19/2016,the-new-york-times,a disgusting fraud,How quality a woman is Rowanne Brewer Lane to have exposed the @nytimes as a disgusting fraud? Thank you Rowanne.
1406,5/20/2016,hillary-clinton,zero imagination and even less stamina,"Crooked Hillary has zero imagination and even less stamina. ISIS, China, Russia and all would love for her to be president. 4 more years!"
1407,5/20/2016,hillary-clinton,"ISIS, China, Russia and all would love for her to be president","Crooked Hillary has zero imagination and even less stamina. ISIS, China, Russia and all would love for her to be president. 4 more years!"
1408,5/20/2016,hillary-clinton,has no chance!,"Look where the world is today, a total mess, and ISIS is still running around wild. I can fix it fast, Hillary has no chance!"
1409,5/20/2016,hillary-clinton,Crooked,Crooked Hillary Clinton looks presidential? I don't think so! Four more years of Obama and our country will never come back. ISIS LAUGHS!
1410,5/20/2016,hillary-clinton,Crooked,Crooked Hillary can't even close the deal with Bernie - and the Dems have it rigged in favor of Hillary. Four more years of this? No way!
1411,5/20/2016,hillary-clinton,Crooked,Crooked Hillary Clinton- discussing the #SecondAmendment at a private event. #2A cc: @NRA https://t.co/vV31Pbpkmn
1412,5/20/2016,the-new-york-times,Failing,Failing @NYTimes will always take a good story about me and make it bad. Every article is unfair and biased. Very sad!
1413,5/20/2016,the-new-york-times,will always take a good story about me and make it bad,Failing @NYTimes will always take a good story about me and make it bad. Every article is unfair and biased. Very sad!
1414,5/20/2016,the-new-york-times,Every article is unfair and biased,Failing @NYTimes will always take a good story about me and make it bad. Every article is unfair and biased. Very sad!
1415,5/20/2016,the-new-york-times,Very sad!,Failing @NYTimes will always take a good story about me and make it bad. Every article is unfair and biased. Very sad!
1416,5/21/2016,hillary-clinton,Crooked,Crooked Hillary Clinton wants to essentially abolish the 2nd Amendment. No gun owner can ever vote for Clinton!
1417,5/21/2016,hillary-clinton,very dishonest,Crooked Hillary is spending tremendous amounts of Wall Street money on false ads against me. She is a very dishonest person!
1418,5/21/2016,tsa,falling apart,"While our wonderful president was out playing golf all day, the TSA is falling apart, just like our government! Airports a total disaster!"
1419,5/21/2016,hillary-clinton,Crooked,Crooked Hillary wants to get rid of all guns and yet she is surrounded by bodyguards who are fully armed. No more guns to protect Hillary!
1420,5/21/2016,cnn,"so negative, getting even worse",".@CNN is so negative, getting even worse as I get closer. Just had two anti-Trump losers with zero rebuttal from my team. Turning off!"
1421,5/21/2016,hillary-clinton,reckless and dangerous,"Crooked Hillary Clintons foreign interventions unleashed ISIS in Syria, Iraq and Libya. She is reckless and dangerous!"
1422,5/22/2016,hillary-clinton,Wrong!,Crooked Hillary said that I want guns brought into the school classroom. Wrong!
1423,5/22/2016,hillary-clinton,not qualified,Hillary Clinton is not qualified to be president because her judgement has been proven to be so bad! Would be four more years of stupidity!
1424,5/22/2016,hillary-clinton,her judgement has been proven to be so bad!,Hillary Clinton is not qualified to be president because her judgement has been proven to be so bad! Would be four more years of stupidity!
1425,5/22/2016,hillary-clinton,Would be four more years of stupidity!,Hillary Clinton is not qualified to be president because her judgement has been proven to be so bad! Would be four more years of stupidity!
1426,5/22/2016,bill-kristol,dopey,Why do the networks continue to put dopey @BillKristol on panels when he has called every single shot about me wrong for 2 yrs?
1427,5/22/2016,hillary-clinton,Crooked,"How can Crooked Hillary say she cares about women when she is silent on radical Islam, which horribly oppresses women?"
1428,5/22/2016,hillary-clinton,Crooked,Crooked Hillary wants a radical 500% increase in Syrian refugees. We can’t allow this. Time to get smart and protect America!
1429,5/22/2016,hillary-clinton,Crooked,Bernie Sanders is continuing his quest because he believes that Crooked Hillary Clinton will be forced out of the race - e-mail scandal!
1430,5/24/2016,the-media,disgusting,"Amazingly, with all of the money I have raised for the vets, I have got nothing but bad publicity from the dishonest and disgusting media."
1431,5/24/2016,the-media,dishonest,"I just released my financial disclosure forms, the largest numbers in the history of the F.E.C. Even the dishonest media thinks great!"
1432,5/24/2016,hillary-clinton,Crooked,"Crooked Hillary Clinton overregulates, overtaxes and doesn't care about jobs. Most importantly, she suffers from plain old bad judgement!"
1433,5/24/2016,hillary-clinton,suffers from plain old bad judgement!,"Crooked Hillary Clinton overregulates, overtaxes and doesn't care about jobs. Most importantly, she suffers from plain old bad judgement!"
1434,5/24/2016,hillary-clinton,Crooked,A great new book has been written about Crooked Hillary. Read it & you will never be able to vote for her. @Ed_Klein https://t.co/ujDwSSFhbx
1435,5/24/2016,the-media,dishonest,A suggestion for the dishonest media- https://t.co/zKyRwEaLmz
1436,5/24/2016,the-new-york-times,failing,"Thank you @DailyMail- for setting the failing @NYTimes story straight. This is what the NYT's should have written! 
 https://t.co/Feb6dhctQo"
1437,5/25/2016,hillary-clinton,CROOKED,"After raising, w/ no obligation, almost $6M for Vets, I couldn't believe protesters formed @ Trump Tower. JUST OUT- SENT BY CROOKED HILLARY!"
1438,5/25/2016,elizabeth-warren,Goofy,"@elizabethforma Goofy Elizabeth Warren, sometimes referred to as Pocahontas because she faked the fact she is native American, is a lowlife!"
1439,5/25/2016,elizabeth-warren,lowlife!,"@elizabethforma Goofy Elizabeth Warren, sometimes referred to as Pocahontas because she faked the fact she is native American, is a lowlife!"
1440,5/25/2016,elizabeth-warren,Total hypocrite!,"@elizabethforma Goofy Elizabeth Warren, sometimes known as Pocahontas, bought foreclosed housing and made a quick killing. Total hypocrite!"
1441,5/25/2016,elizabeth-warren,"All talk, no action!","Goofy Senator Elizabeth Warren @elizabethforma has done less in the U.S. Senate than practically any other senator. All talk, no action!"
1442,5/25/2016,hillary-clinton,Crooked,Crooked Hillary Clinton just can't close the deal with Bernie. I had to knock out 16 very good and smart candidates. Hillary doesn't have it
1443,5/25/2016,protesters,thugs,"The protesters in New Mexico were thugs who were flying the Mexican flag. The rally inside was big and beautiful, but outside, criminals!"
1444,5/26/2016,hillary-clinton,Crooked,The Inspector General's report on Crooked Hillary Clinton is a disaster. Such bad judgement and temperament cannot be allowed in the W.H.
1445,5/26/2016,hillary-clinton,bad judgement and temperament,The Inspector General's report on Crooked Hillary Clinton is a disaster. Such bad judgement and temperament cannot be allowed in the W.H.
1446,5/28/2016,protesters,thugs,.@SanDiegoPD- Fantastic job on handling the thugs who tried to disrupt our very peaceful and well attended rally. Greatly appreciated!
1447,5/28/2016,the-new-york-times,failing,"The failing @nytimes wrote a story about my management style & that I don't have many people. I have 73, Hillary has 800- & I'm beating her."
1448,5/28/2016,the-media,on a new phony kick about my management style,The media is on a new phony kick about my management style. I spend much less money & get much better results! What we need as Prez!
1449,5/28/2016,the-new-york-times,failing,"I am always on the front page of the failing @nytimes, but when I won the GOP nomination, I'm in the back of the paper. Very dishonest!"
1450,5/28/2016,the-new-york-times,Very dishonest!,"I am always on the front page of the failing @nytimes, but when I won the GOP nomination, I'm in the back of the paper. Very dishonest!"
